16051,Fredericton International
16052,Flin Flon Airport
16053,Fort Resolution Airport
16054,Fort Simpson Airport
16055,Gagnon Airport
16056,Texada Gillies Bay
16057,Gorge Harbor Airport
16058,Ganges Harbor Airport
16059,Fort Good Hope Ice Strip
16060,Miho
16061,Kingston Airport
16062,La Grande Riviere
16063,Greenway Sound Airport
16064,Gaspe Airport
16065,Geraldton Greenstone Regional
16066,Iles de la Madeleine Airport
16067,Igloolik Airport
16068,Havre St. Pierre Airport
16069,Kuujjuarapik Airport
16070,Gillam Airport
16072,Grise Fiord Airport
16073,Port Hope Simpson Airport
16074,Dryden Municipal
16075,Hearst Municipal
16076,Harbor
16077,Ulukhaktok
16078,John C. Munro Hamilton International
16079,Hornepayne Municipal
16080,Harrington Harbour Airport
16081,Sechelt Airport
16082,Haines Junction Airport
16083,St. Hubert
16084,Hay River Airport
16085,Halifax Stanfield International
16086,Atikokan Municipal
16087,St Augustin
16088,Big Bay Marina Airport
16089,Yichang South
16090,Pond Inlet Airport
16091,Willow Run
16092,Island Lake Airport
16093,Yiwu Airport
16094,Johnny Mountain Airport
16095,Stephenville Airport
16096,Kamloops Airport
16097,Waterloo Regional
16098,Kangirsuk Airport
16099,Key Lake Airport
16100,Schefferville Airport
16101,Yakima Air Terminal/McAllister Field
16102,Chan Gurney Municipal
16103,Yakutsk Airport
16104,Ft. George
16105,Kirkland Lake Airport
16106,Buttonville Municipal
16107,Lake Harbour
16108,Chapleau Airport
16109,Lansdowne House Airport
16110,Lloydminster Airport
16111,Mingan Airport
16112,La Tuque Airport
16113,Leaf Rapids Airport
16114,Alert Airport
16115,Kelowna Airport
16116,Mayo Airport
16117,Merritt Airport
16118,Matane Airport
16119,Mary's Harbour Airport
16120,Charlevoix
16121,Fort McMurray Airport
16122,Moosonee Airport
16123,Port McNeill Airport
16124,Montreal Metropolitan Area
16125,Yurimaguas Airport
16126,Chapais
16127,Manicouagan Airport
16128,Montreal International (Mirabel)
16129,Natashquan Airport
16130,Yenbo Airport
16131,Gatineau-Ottawa Executive
16132,Norway House Airport
16133,Youngstown-Warren Regional
16134,Hudson's Hope Airport
16135,Yanji Airport
16136,Nootka Sound Airport
16137,Points North Landing Airport
16138,Matagami Airport
16139,Laishan
16140,Yangyang International
16141,Old Crow Airport
16142,Cold Lake Airport
16143,Ogoki Airport
16144,High Level Airport
16145,Yola Airport
16146,Oshawa Airport
16147,Rainbow Lake Airport
16149,Ottawa Macdonald Cartier International
16150,Rea Point Airport
16151,Prince Albert Glass Field
16152,Peace River Airport
16153,Pickle Lake Airport
16154,Port Menier Airport
16155,Peawanuck Airport
16156,Peterborough Airport
16157,Prince Rupert
16158,Port Hawkesbury Airport
16159,Powell River Airport
16160,Puvirnituq
16161,Fort Chipewyan Airport
16162,Muskoka Airport
16163,Jean Lesage International
16164,The Pas Airport
16165,Red Deer Regional
16166,Windsor Airport
16167,Watson Lake Airport
16168,Yarmouth Airport
16169,Kenora Airport
16170,Lethbridge County
16171,Greater Moncton International
16172,Comox Airport
16173,Regina International
16174,Thunder Bay Airport
16175,Grande Prairie Airport
16176,Yorkton Airport
16177,North Battleford Airport
16178,Gander International
16179,Sydney Airport
16180,Quesnel Airport
16181,Resolute Airport
16182,St Honore
16183,Dean River Airport
16184,Roberval Airport
16185,Red Lake Airport
16186,Trois Rivieres Airport
16187,Rankin Inlet Airport
16188,Sudbury Airport
16189,Sherbrooke Airport
16190,Stony Rapids Airport
16191,Saint John Airport
16192,St Leonard Cyr
16193,Fort Smith Airport
16194,Salmon Arm Airport
16195,Marathon Airport
16196,Nanisivik Airport
16197,St. Theresa Point Airport
16198,Summerside Airport
16199,Saglek Airport
16201,Pembroke Airport
16202,Cape Dorset Airport
16203,Chesterfield Inlet
16204,Sullivan Bay Water Aerodrome
16205,Thompson Airport
16206,Terrace Bay Airport
16207,Big Trout Lake Airport
16208,Mont-Tremblant International
16209,Riviere Au Tonnerre
16210,Toronto Metropolitan Area
16211,Tofino Seaplane Base
16212,Tasiujaq
16213,Trenton Airport
16214,Timmins Airport
16215,Toronto Island
16216,Tuktoyaktuk Airport
16217,Pierre Elliott Trudeau International
16218,Yuma MCAS/Yuma International
16219,Repulse Bay Airport
16220,Hall Beach Airport
16221,Rouyn-Noranda Airport
16222,Moroni/Iconi
16223,Bonaventure Airport
16224,La Ronge
16225,Cape Dyer Airport
16226,Val d'Or Airport
16227,Fort Chimo Airport
16228,Norman Wells Airport
16229,Vancouver International
16230,Buffalo Narrows Airport
16231,Kangiqsujuaq Wakeham Bay
16232,James Armstrong Richardson International
16233,Victoria Inner Harbour
16234,Fort Franklin Ice Strip
16235,Wabush Airport
16236,Williams Lake Airport
16237,Chute-Des-Passes Airport
16238,White River Airport
16239,Wrigley Airport
16240,Canadian Rockies International
16241,Industrial
16242,John G Diefenbaker International
16243,Medicine Hat Airport
16244,Fort St. John Airport
16245,Rimouski Airport
16246,Sioux Lookout Airport
16247,Pangnirtung Airport
16248,Beaver Creek Airport
16249,Earlton Airport
16250,Prince George Airport
16251,Terrace Airport
16252,London Airport
16253,Abbotsford Airport
16254,Whitehorse International
16255,Wawa Airport
16256,North Bay Airport
16257,Calgary International
16258,Smithers Airport
16259,Fort Nelson Airport
16260,Penticton Airport
16261,Charlottetown Airport
16262,Spence Bay Airport
16263,Victoria International
16264,Lynn Lake Airport
16265,Swift Current Airport
16266,Churchill Airport
16267,Goose Bay Airport
16268,St. John's International
16269,Kapuskasing Airport
16270,Mont Joli Airport
16271,Lester B. Pearson International
16272,Gore Bay/Manitoulin
16273,Yellowknife Airport
16274,Slave Lake Airport
16275,Sandspit Airport
16276,Chris Hadfield
16277,Coral Harbour Airport
16278,Port Hardy Airport
16279,Sept-Iles Airport
16280,Alice Arm Airport
16281,Zadar Airport
16282,Zagreb Airport
16283,Zahedan International
16284,Las Marias
16285,Zamboanga International
16286,Zaragoza AB
16288,Bathurst Airport
16289,Biloela (Thangool)
16290,Bromont Airport
16291,Bowen Airport
16292,John the Diver
16293,Zacatecas International
16294,Maquehue
16295,Bella Bella (Denny Island)
16296,Faro Airport
16297,Fort McPherson Airport
16298,Fort Norman Airport
16299,Grand Forks Airport
16300,Ngoma Airport
16301,Gethsemani Airport
16302,Zhanjiang Airport
16303,Ziguinchor Airport
16304,Ixtapa-Zihuatanejo International
16305,Kasaba Bay Airport
16306,Playa de Oro International
16307,La Tabatiere Airport
16308,Sena Madureira Airport
16309,Masset Airport
16310,Harbour
16311,Nyac Airport
16312,Zinder Airport
16313,Newman Airport
16314,Ingolstadt Airport
16315,Zanzibar International
16316,Ocean Falls Airport
16318,Canal Bajo Carlos Hott Siebert
16319,Sachigo Lake Airport
16320,Queenstown Airport
16321,Zurich Airport
16322,San Salvador Airport
16323,Sligo Bus Station
16324,Sassandra Airport
16325,Stewart Airport
16326,Prince Rupert Seal Cove Heliport
16327,Dionysios Solomos
16328,Tahsis Airport
16329,Sanzao
16330,Churchill Falls Airport
16331,Miandrivazo Airport
16332,Savannakhet Airport
16333,Wollaston
16334,Rota NAS
16335,Double Eagle II
16336,Ward Field
16337,San Isidro AB
16338,Sculthorpe Airport
16339,Illinois Creek Airport
16340,Chomondely Sound Airport
16341,Coal Bay Airport
16342,Happy Harbour Airport
16343,Lancaster Cove Airport
16344,Reid Cove Airport
16345,Saltery Cove Airport
16346,Clover Bay Airport
16347,El Capitan Peak
16348,Salmon Bay Lake Airport
16352,Cloverdale Municipal
16353,Quonset State
16354,Nappanee Municipal
16355,Skypark
16356,Vista Field
16357,Blake Field
16358,Waterville Airport
16359,Savannakhet
16360,Mzuzu Airport
16361,Zanesville Municipal
16363,Fernandina Beach Municipal
16364,Marcos A Gelabert International
16385,Ad-Dabbah Airport
16386,Aua Island Airport
16387,Abakan Airport
16388,Chafei Amsei
16389,Badanah
16390,Beluga Airport
16392,McCord Seaplane Base
16393,City
16394,Marinduque Airport
16396,Nellie Juan Airport
16398,Bacolod Airport
16399,Sanandaj Airport
16400,Swindon Airport
16401,Tinak Airport
16402,Pulau Tioman Airport
16403,Desierto de Atacama
16404,Peter Pan Seafoods
16405,Nanchang Xiangtang
16406,Bagabag Airport
16407,Cornelio Procopio Airport
16408,Ibaraki
16409,K. I. Sawyer AFB
16410,W. H. Bramble
16411,Mangshi
16412,Slaton Municipal
16413,Nevsehir Airport
16414,Picayune Municipal
16415,Haikou Dayingshan
16416,Jianqiao
16417,Angel Albino Corzo
16418,Mandalay International
16419,Franklin County
16420,Amendola Base
16421,Hellinikon
16422,Jack Edwards
16423,South Alabama Regional at Bill Benton Field
16424,Frankfort Dow Memorial Field
16425,Potsdam Municipal
16426,Ada Municipal
16427,Naukati Bay Seaplane Base
16428,Marble Canyon Airport
16429,Middlebury State
16430,Zhezkazgan Airport
16431,Aberdeen Municipal
16432,Koroba Airport
16433,Ingolstadt Manching
16434,Leon Airport
16435,Loeriesfontein Airport
16436,Mae Sot Airport
16437,Oslo Metropolitan Area
16438,Lima Airport
16439,Mukhino
16440,Robert Mueller Municipal
16441,Robertson Field
16442,Sky Acres
16443,Cabo San Lucas International
16444,Swidwin Airport
16445,Driggs-Reed Memorial
16446,Masterton Airport
16447,Sulaymaniyah International
16448,RAF Kinloss
16449,Kirk Field
16450,Curtin
16451,Sheepy Hollow Ranch
16452,Engels AFB
16453,Gregory Municipal Flynn Field
16454,Hamilton Municipal
16455,Demopolis Municipal
16456,Al Maktoum International
16457,Chatham-Kent
16458,El Palomar Airport
16459,Sandusky County Regional
16460,Barcelos Airport
16461,Bastion Airfield
16462,Muan International
16463,Freeway
16464,Navoi Airport
16465,Scherger
16466,Vanguardia
16467,Longjia
16468,Philadelphia Municipal
16469,Wadena Municipal
16470,Bluffton Airport
16471,Sialkot International
16472,Independence Creek Airport
16473,Beech Factory
16474,Jackson County
16475,King Shaka International
16476,Rajiv Gandhi International
16477,Queretaro Intercontinental
16478,Lebel-sur-Quevillon Airport
16479,Turners Falls
16480,Saertu
16481,Bayankhongor Airport
16482,Albert Bray
16483,Khanty-Mansiysk Airport
16484,Zanjan Airport
16485,Mamitupo Airport
16486,Greenwood Airport
16487,Taunton Municipal King Field
16488,H.Asan
16489,Kelly Creek Airstrip
16490,Bear Fish Camp Airport
16491,Princeton Municipal
16492,Tubarao Airport
16493,Lianyungang Baitabu
16494,Thablotin Airport
16495,Simsbury Airport
16496,Logan County
16497,H. L. Sonny Callahan
16498,Skaneateles Aero Drome
16499,Fulton County
16500,Red Wing Regional
16501,Griswold
16502,Henderson Oxford
16503,Islesboro Airport
16504,Cherry Ridge
16505,Gold King Creek
16506,Ekati Airport
16507,Cheongju International
16508,Squaw Lake Airport
16509,Gatlinburg-Pigeon Forge
16510,Michael J. Smith Field
16511,Indianapolis Metro
16512,Mattituck Airport
16513,Colomac Airport
16514,Tabubil Airport
16515,Anderson Field
16516,Ostafyevo
16517,Chemehuevi Valley Airport
16518,James T. Field Memorial
16519,Carlisle Airport
16520,Summit
16521,Miley Memorial Field
16522,Kunaye
16523,Parry Sound Area Municipal
16524,Grant County
16525,Brandywine
16526,Marshfield Municipal George Harlow Field
16527,Monroe County
16528,Hanover County Municipal
16529,Vinh
16530,Paraparaumu Airport
16531,Al Bateen Executive
16532,Medina Municipal
16533,Dr. Joaquin Balaguer International
16534,Airglades
16535,Tambor Airport
16536,Troy Municipal
16537,Natchitoches Regional
16538,Clinton Sampson County
16539,Eagle Creek Airpark
16540,Belfast Municipal
16541,Okeechobee County
16542,Lowcountry Regional
16543,Northampton Airport
16544,Simberi
16545,Telegraph Harbour Airport
16546,Collingwood Airport
16547,Pella Regional Health Center Heliport
16548,Hampton Airfield
16549,Winters Municipal
16550,Thebephatshwa
16551,Memmingen Airport
16552,Burlington Alamance Regional
16553,Oxford County Regional
16554,Ganja Airport
16555,Mid Way Regional
16556,Nordholz Airport
16557,Dwyer Airport
16558,Hammond Northshore Regional
16559,Shindand Airport
16560,Bend Municipal
16561,Springerville Municipal
16562,Hindon Airport
16563,L O Simenstad Municipal
16564,Marsa Alam International
16565,Puerto Bolivar
16566,Jean Airport
16567,Akun Airport
16568,Ocean City Municipal
16569,Hornell Municipal
16570,Green Lake
16571,Penn Yan Airport
16572,Searchlight Airport
16573,Broken Bow Municipal Kieth Glaze Field
16574,Abbaye
16575,Matacan
16576,Kasompe
16577,Berkeley County
16578,Al Najaf Airport
16579,Hatay Airport
16580,Qugruc Airport
16581,Gold King 2 Airport
16582,Thomson McDuffie County
16583,Summerville Airport
16584,Hunter Creek
16585,Sussex Airport
16586,Komo Old
16587,St Stephen Airport
16588,Mount Snow
16589,Hallock Municipal
16590,Monbetsu Airport
16591,Saga Airport
16592,Liwa Airbase
16593,Xinqiao
16594,Windham
16595,Kemerovo Airport
16596,Turkmenbashi Airport
16597,Sion Airport
